"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HDNT4KQA","journalArticle","2014","Damaraju, E.; Allen, E. A.; Belger, A.; Ford, J. M.; McEwen, S.; Mathalon, D. H.; Mueller, B. A.; Pearlson, G. D.; Potkin, S. G.; Preda, A.; Turner, J. A.; Vaidya, J. G.; van Erp, T. G.; Calhoun, V. D.","Dynamic functional connectivity analysis reveals transient states of dysconnectivity in schizophrenia","NeuroImage: Clinical","","2213-1582","10.1016/j.nicl.2014.07.003","http://www.sciencedirect.com/science/article/pii/S2213158214000953","Schizophrenia is a psychotic disorder characterized by functional dysconnectivity or abnormal integration between distant brain regions. Recent functional imaging studies have implicated large-scale thalamo-cortical connectivity as being disrupted in patients. However, observed connectivity differences in schizophrenia have been inconsistent between studies, with reports of hyperconnectivity and hypoconnectivity between the same brain regions. Using resting state eyes-closed functional imaging and independent component analysis on a multi-site data that included 151 schizophrenia patients and 163 age- and gender matched healthy controls, we decomposed the functional brain data into 100 components and identified 47 as functionally relevant intrinsic connectivity networks. We subsequently evaluated group differences in functional network connectivity, both in a static sense, computed as the pairwise Pearson correlations between the full network time courses (5.4 minutes in length), and a dynamic sense, computed using sliding windows (44 s in length) and k-means clustering to characterize five discrete functional connectivity states. Static connectivity analysis revealed that compared to healthy controls, patients show significantly stronger connectivity, i.e., hyperconnectivity, between the thalamus and sensory networks (auditory, motor and visual), as well as reduced connectivity (hypoconnectivity) between sensory networks from all modalities. Dynamic analysis suggests that (1), on average, schizophrenia patients spend much less time than healthy controls in states typified by strong, large-scale connectivity, and (2), that abnormal connectivity patterns are more pronounced during these connectivity states. In particular, states exhibiting cortical–subcortical antagonism (anti-correlations) and strong positive connectivity between sensory networks are those that show the group differences of thalamic hyperconnectivity and sensory hypoconnectivity. Group differences are weak or absent during other connectivity states. Dynamic analysis also revealed hypoconnectivity between the putamen and sensory networks during the same states of thalamic hyperconnectivity; notably, this finding cannot be observed in the static connectivity analysis. Finally, in post-hoc analyses we observed that the relationships between sub-cortical low frequency power and connectivity with sensory networks is altered in patients, suggesting different functional interactions between sub-cortical nuclei and sensorimotor cortex during specific connectivity states. While important differences between patients with schizophrenia and healthy controls have been identified, one should interpret the results with caution given the history of medication in patients. Taken together, our results support and expand current knowledge regarding dysconnectivity in schizophrenia, and strongly advocate the use of dynamic analyses to better account for and understand functional connectivity differences.","2014","2016-02-04 23:58:50","2016-02-04 23:58:50","2016-02-04 23:58:50","298-308","","","5","","NeuroImage: Clinical","","","","","","","","","","","","","ScienceDirect","","","","/Users/Eva/Zotero/storage/5IHUG3UR/Damaraju et al. - 2014 - Dynamic functional connectivity analysis reveals t.pdf; /Users/Eva/Zotero/storage/C5P3JBGC/S2213158214000953.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GYNR2W6","journalArticle","2017","Vergara, Victor M.; Mayer, Andrew R.; Damaraju, Eswar; Hutchison, Kent; Calhoun, Vince D.","The effect of preprocessing pipelines in subject classification and detection of abnormal resting state functional network connectivity using group ICA","NeuroImage","","1053-8119","10.1016/j.neuroimage.2016.03.038","http://www.sciencedirect.com/science/article/pii/S1053811916002433","Resting state functional network connectivity (rsFNC) derived from functional magnetic resonance (fMRI) imaging is emerging as a possible biomarker to identify several brain disorders. Recently it has been pointed out that methods used to preprocess head motion variance might not fully remove all unwanted effects in the data. Proposed processing pipelines locate the treatment of head motion effects either close to the beginning or as one of the final steps. In this work, we assess several preprocessing pipelines applied in group independent component analysis (gICA) methods to study the rsFNC of the brain. The evaluation method utilizes patient/control classification performance based on linear support vector machines and leave-one-out cross validation. In addition, we explored group tests and correlation with severity measures in the patient population. We also tested the effect of removing high frequencies via filtering. Two real data cohorts were used: one consisting of 48 mTBI and one composed of 21 smokers, both with their corresponding matched controls. A simulation procedure was designed to test the classification power of each pipeline. Results show that data preprocessing can change the classification performance. In real data, regressing motion variance before gICA produced clearer group differences and stronger correlation with nicotine dependence.","2017-01-15","2017-08-08 23:59:03","2017-08-08 23:59:03","2017-08-08 23:59:03","365-376","","","145","","NeuroImage","","Individual Subject Prediction","","","","","","","","","","","ScienceDirect","","","","/Users/Eva/Zotero/storage/CNQZHS6A/Vergara et al. - 2017 - The effect of preprocessing pipelines in subject c.pdf; /Users/Eva/Zotero/storage/J72PW9JP/S1053811916002433.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6J8S8XC7","journalArticle","2001","Calhoun, V. D.; Adali, T.; Pearlson, G. D.; Pekar, J. J.","Spatial and temporal independent component analysis of functional MRI data containing a pair of task-related waveforms","Human brain mapping","","","","http://onlinelibrary.wiley.com/doi/10.1002/hbm.1024/full","","2001","2017-09-12 01:26:18","2017-09-12 01:26:18","2017-09-12 01:26:18","43–53","","1","13","","","","","","","","","","","","","","","Google Scholar","","","","/Users/Eva/Zotero/storage/W4R2XQW8/Calhoun_et_al-2001-Human_Brain_Mapping.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LV32WZCU","journalArticle","2001","Calhoun, V. D.; Adali, T.; Pearlson, G. D.; Pekar, J.j.","A method for making group inferences from functional MRI data using independent component analysis","Human Brain Mapping","","1097-0193","10.1002/hbm.1048","http://onlinelibrary.wiley.com/doi/10.1002/hbm.1048/abstract","Independent component analysis (ICA) is a promising analysis method that is being increasingly applied to fMRI data. A principal advantage of this approach is its applicability to cognitive paradigms for which detailed models of brain activity are not available. Independent component analysis has been successfully utilized to analyze single-subject fMRI data sets, and an extension of this work would be to provide for group inferences. However, unlike univariate methods (e.g., regression analysis, Kolmogorov–Smirnov statistics), ICA does not naturally generalize to a method suitable for drawing inferences about groups of subjects. We introduce a novel approach for drawing group inferences using ICA of fMRI data, and present its application to a simple visual paradigm that alternately stimulates the left or right visual field. Our group ICA analysis revealed task-related components in left and right visual cortex, a transiently task-related component in bilateral occipital/parietal cortex, and a non-task-related component in bilateral visual association cortex. We address issues involved in the use of ICA as an fMRI analysis method such as: (1) How many components should be calculated? (2) How are these components to be combined across subjects? (3) How should the final results be thresholded and/or presented? We show that the methodology we present provides answers to these questions and lay out a process for making group inferences from fMRI data using independent component analysis. Hum. Brain Mapping 14:140–151, 2001. © 2001 Wiley-Liss, Inc.","2001-11-01","2017-09-12 01:26:51","2018-06-22 20:16:05","2017-09-12 01:26:51","140-151","","3","14","","Hum. Brain Mapp.","","","","","","","","en","","","","","Wiley Online Library","","","","/Users/Eva/Zotero/storage/TBWJVMF2/Calhoun et al. - 2001 - A method for making group inferences from function.pdf; /Users/Eva/Zotero/storage/EHEPKFZX/Calhoun et al. - 2001 - A method for making group inferences from function.pdf; /Users/Eva/Zotero/storage/HDUFZNTD/full.html; /Users/Eva/Zotero/storage/5IH7MFNV/abstract.html","","brain; fMRI; functional; group inference; ICA; independent component analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZY4KBQTF","journalArticle","2017","Keilholz, Shella Dawn; Caballero-Gaudes, Cesar; Bandettini, Peter; Deco, Gustavo; Calhoun, Vince D.","Time-resolved resting state fMRI analysis: current status, challenges, and new directions","Brain Connectivity","","2158-0014, 2158-0022","10.1089/brain.2017.0543","http://online.liebertpub.com/doi/10.1089/brain.2017.0543","","2017-09-06","2017-09-15 01:16:30","2017-09-15 01:16:30","2017-09-13 17:01:26","","","","","","","Time-resolved resting state fMRI analysis","","","","","","","en","","","","","CrossRef","","","","/Users/Eva/Zotero/storage/NTHC4LBK/brain.2017.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHLRBJMW","journalArticle","2011","Erhardt, Erik Barry; Rachakonda, Srinivas; Bedrick, Edward J.; Allen, Elena A.; Adali, Tülay; Calhoun, Vince D.","Comparison of multi-subject ICA methods for analysis of fMRI data","Human Brain Mapping","","1097-0193","10.1002/hbm.21170","http://onlinelibrary.wiley.com/doi/10.1002/hbm.21170/abstract","Spatial independent component analysis (ICA) applied to functional magnetic resonance imaging (fMRI) data identifies functionally connected networks by estimating spatially independent patterns from their linearly mixed fMRI signals. Several multi-subject ICA approaches estimating subject-specific time courses (TCs) and spatial maps (SMs) have been developed, however, there has not yet been a full comparison of the implications of their use. Here, we provide extensive comparisons of four multi-subject ICA approaches in combination with data reduction methods for simulated and fMRI task data. For multi-subject ICA, the data first undergo reduction at the subject and group levels using principal component analysis (PCA). Comparisons of subject-specific, spatial concatenation, and group data mean subject-level reduction strategies using PCA and probabilistic PCA (PPCA) show that computationally intensive PPCA is equivalent to PCA, and that subject-specific and group data mean subject-level PCA are preferred because of well-estimated TCs and SMs. Second, aggregate independent components are estimated using either noise-free ICA or probabilistic ICA (PICA). Third, subject-specific SMs and TCs are estimated using back-reconstruction. We compare several direct group ICA (GICA) back-reconstruction approaches (GICA1-GICA3) and an indirect back-reconstruction approach, spatio-temporal regression (STR, or dual regression). Results show the earlier group ICA (GICA1) approximates STR, however STR has contradictory assumptions and may show mixed-component artifacts in estimated SMs. Our evidence-based recommendation is to use GICA3, introduced here, with subject-specific PCA and noise-free ICA, providing the most robust and accurate estimated SMs and TCs in addition to offering an intuitive interpretation. Hum Brain Mapp, 2011. © 2010 Wiley Periodicals, Inc.","2011-12-01","2017-10-16 18:25:34","2017-10-16 18:25:34","2017-10-16 18:25:34","2075-2095","","12","32","","Hum. Brain Mapp.","","","","","","","","en","","","","","Wiley Online Library","","","","/Users/Eva/Zotero/storage/7BBQ4KMV/Erhardt et al. - 2011 - Comparison of multi-subject ICA methods for analys.pdf; /Users/Eva/Zotero/storage/9AF9Q82N/abstract.html","","","back-reconstruction; brain; dual regression; fMRI; functional; group ICA; ICA; independent component analysis; spatio-temporal regression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5BSP8TA","journalArticle","2017","Allen, E. A.; Damaraju, E.; Eichele, T.; Wu, L.; Calhoun, V. D.","EEG Signatures of Dynamic Functional Network Connectivity States","Brain Topography","","0896-0267, 1573-6792","10.1007/s10548-017-0546-2","https://link.springer.com/article/10.1007/s10548-017-0546-2","The human brain operates by dynamically modulating different neural populations to enable goal directed behavior. The synchrony or lack thereof between different brain regions is thought to correspond to observed functional connectivity dynamics in resting state brain imaging data. In a large sample of healthy human adult subjects and utilizing a sliding windowed correlation method on functional imaging data, earlier we demonstrated the presence of seven distinct functional connectivity states/patterns between different brain networks that reliably occur across time and subjects. Whether these connectivity states correspond to meaningful electrophysiological signatures was not clear. In this study, using a dataset with concurrent EEG and resting state functional imaging data acquired during eyes open and eyes closed states, we demonstrate the replicability of previous findings in an independent sample, and identify EEG spectral signatures associated with these functional network connectivity changes. Eyes open and eyes closed conditions show common and different connectivity patterns that are associated with distinct EEG spectral signatures. Certain connectivity states are more prevalent in the eyes open case and some occur only in eyes closed state. Both conditions exhibit a state of increased thalamocortical anticorrelation associated with reduced EEG spectral alpha power and increased delta and theta power possibly reflecting drowsiness. This state occurs more frequently in the eyes closed state. In summary, we find a link between dynamic connectivity in fMRI data and concurrently collected EEG data, including a large effect of vigilance on functional connectivity. As demonstrated with EEG and fMRI, the stationarity of connectivity cannot be assumed, even for relatively short periods.","2017-02-22","2017-10-20 21:41:48","2017-10-20 21:41:48","2017-10-20 21:41:48","1-16","","","","","Brain Topogr","","","","","","","","en","","","","","link.springer.com","","","","/Users/Eva/Zotero/storage/CQN6J35L/Allen et al. - 2017 - EEG Signatures of Dynamic Functional Network Conne.pdf; /Users/Eva/Zotero/storage/VGID7F9L/s10548-017-0546-2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSNWEWUV","journalArticle","2017","Abrol, Anees; Damaraju, Eswar; Miller, Robyn L.; Stephen, Julia M.; Claus, Eric D.; Mayer, Andrew R.; Calhoun, Vince D.","Replicability of time-varying connectivity patterns in large resting state fMRI samples","NeuroImage","","10538119","10.1016/j.neuroimage.2017.09.020","http://linkinghub.elsevier.com/retrieve/pii/S1053811917307681","","2017-09","2017-10-26 23:56:05","2017-10-26 23:56:05","2017-10-26 23:56:05","","","","","","","","","","","","","","en","","","","","CrossRef","","","","/Users/Eva/Zotero/storage/QXVH6EVR/1-s2.0-S1053811917307681-main.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4342IXU5","journalArticle","2016","Calhoun, Vince D.; Sui, Jing","Multimodal Fusion of Brain Imaging Data: A Key to Finding the Missing Link(s) in Complex Mental Illness","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","","2451-9022","10.1016/j.bpsc.2015.12.005","http://www.sciencedirect.com/science/article/pii/S2451902216000598","It is becoming increasingly clear that combining multimodal brain imaging data provides more information for individual subjects by exploiting the rich multimodal information that exists. However, the number of studies that do true multimodal fusion (i.e., capitalizing on joint information among modalities) is still remarkably small given the known benefits. In part, this is because multimodal studies require broader expertise in collecting, analyzing, and interpreting the results than do unimodal studies. In this article, we start by introducing the basic reasons why multimodal data fusion is important and what it can do and, importantly, how it can help us avoid wrong conclusions and help compensate for imperfect brain imaging studies. We also discuss the challenges that need to be confronted for such approaches to be more widely applied by the community. We then provide a review of the diverse studies that have used multimodal data fusion (primarily focused on psychosis) as well as provide an introduction to some of the existing analytic approaches. Finally, we discuss some up-and-coming approaches to multimodal fusion including deep learning and multimodal classification that show considerable promise. Our conclusion is that multimodal data fusion is rapidly growing, but it is still underutilized. The complexity of the human brain coupled with the incomplete measurement provided by existing imaging technology makes multimodal fusion essential to mitigate misdirection and hopefully provide a key to finding the missing link(s) in complex mental illness.","2016-05-01","2018-01-12 20:37:27","2018-01-12 20:37:27","2018-01-12 20:37:27","230-244","","3","1","","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","Multimodal Fusion of Brain Imaging Data","Brain Connectivity in Psychopathology","","","","","","","","","","","ScienceDirect","","","","/Users/Eva/Zotero/storage/JNBBN9R8/Calhoun and Sui - 2016 - Multimodal Fusion of Brain Imaging Data A Key to .pdf; /Users/Eva/Zotero/storage/AJ6KUE8B/S2451902216000598.html","","","Brain function; Connectivity; Data fusion; Independent component analysis; Psychosis; Schizophrenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9Y37DQS","journalArticle","2015","Du, Yuhui; Allen, Elena A.; He, Hao; Sui, Jing; Wu, Lei; Calhoun, Vince D.","Artifact removal in the context of group ICA: A comparison of single-subject and group approaches","Human Brain Mapping","","1097-0193","10.1002/hbm.23086","https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.23086","Independent component analysis (ICA) has been widely applied to identify intrinsic brain networks from fMRI data. Group ICA computes group-level components from all data and subsequently estimates individual-level components to recapture intersubject variability. However, the best approach to handle artifacts, which may vary widely among subjects, is not yet clear. In this work, we study and compare two ICA approaches for artifacts removal. One approach, recommended in recent work by the Human Connectome Project, first performs ICA on individual subject data to remove artifacts, and then applies a group ICA on the cleaned data from all subjects. We refer to this approach as Individual ICA based artifacts Removal Plus Group ICA (IRPG). A second proposed approach, called Group Information Guided ICA (GIG-ICA), performs ICA on group data, then removes the group-level artifact components, and finally performs subject-specific ICAs using the group-level non-artifact components as spatial references. We used simulations to evaluate the two approaches with respect to the effects of data quality, data quantity, variable number of sources among subjects, and spatially unique artifacts. Resting-state test–retest datasets were also employed to investigate the reliability of functional networks. Results from simulations demonstrate GIG-ICA has greater performance compared with IRPG, even in the case when single-subject artifacts removal is perfect and when individual subjects have spatially unique artifacts. Experiments using test–retest data suggest that GIG-ICA provides more reliable functional networks. Based on high estimation accuracy, ease of implementation, and high reliability of functional networks, we find GIG-ICA to be a promising approach. Hum Brain Mapp 37:1005–1025, 2016. © 2015 Wiley Periodicals, Inc.","2015","2018-05-30 00:03:52","2018-05-30 00:04:57","2018-05-30 00:03:52","1005-1025","","3","37","","","Artifact removal in the context of group ICA","","","","","","","en","© 2015 Wiley Periodicals, Inc.","","","","Wiley Online Library","","","","/Users/Eva/Zotero/storage/T4A5KP7J/Du et al. - Artifact removal in the context of group ICA A co.pdf; /Users/Eva/Zotero/storage/Z3ZGNEB8/hbm.html","","","artifacts removal; brain functional networks; group ICA; group information guided ICA; independent component analysis (ICA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JX4S49VR","journalArticle","2009","Calhoun, Vince D.; Liu, Jingyu; Adalı, Tülay","A review of group ICA for fMRI data and ICA for joint inference of imaging, genetic, and ERP data","NeuroImage","","1053-8119","10.1016/j.neuroimage.2008.10.057","http://www.sciencedirect.com/science/article/pii/S1053811908012032","Independent component analysis (ICA) has become an increasingly utilized approach for analyzing brain imaging data. In contrast to the widely used general linear model (GLM) that requires the user to parameterize the data (e.g. the brain’s response to stimuli), ICA, by relying upon a general assumption of independence, allows the user to be agnostic regarding the exact form of the response. In addition, ICA is intrinsically a multivariate approach, and hence each component provides a grouping of brain activity into regions that share the same response pattern thus providing a natural measure of functional connectivity. There are a wide variety of ICA approaches that have been proposed, in this paper we focus upon two distinct methods. The first part of this paper reviews the use of ICA for making group inferences from fMRI data. We provide an overview of current approaches for utilizing ICA to make group inferences with a focus upon the group ICA approach implemented in the GIFT software. In the next part of this paper, we provide an overview of the use of ICA to combine or fuse multimodal data. ICA has proven particularly useful for data fusion of multiple tasks or data modalities such as single nucleotide polymorphism (SNP) data or event-related potentials. As demonstrated by a number of examples in this paper, ICA is a powerful and versatile data-driven approach for studying the brain.","2009-03-01","2018-07-05 19:55:33","2018-07-05 19:55:38","2018-07-05 19:55:33","S163-S172","","1, Supplement 1","45","","NeuroImage","","Mathematics in Brain Imaging","","","","","","","","","","","ScienceDirect","","","","/Users/Eva/Zotero/storage/4BNNPU9C/Calhoun et al. - 2009 - A review of group ICA for fMRI data and ICA for jo.pdf; /Users/Eva/Zotero/storage/GFD4NH4P/S1053811908012032.html","","","ERP; fMRI; Genetics; Independent component analysis; SNP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYAJMME6","journalArticle","2004","Calhoun, Vince D.; Adalı, Tulay; Pekar, James J.","A method for comparing group fMRI data using independent component analysis: application to visual, motor and visuomotor tasks","Magnetic Resonance Imaging","","0730-725X","10.1016/j.mri.2004.09.004","http://www.sciencedirect.com/science/article/pii/S0730725X04002772","Independent component analysis (ICA) is an approach for decomposing fMRI data into spatially independent maps and time courses. We have recently proposed a method for ICA of multisubject data; in the current paper, an extension is proposed for allowing ICA group comparisons. This method is applied to data from experiments designed to stimulate visual cortex, motor cortex or both visual and motor cortices. Several intergroup and intragroup metrics are proposed for assessing the utility of the components for comparisons of group ICA data. The proposed method may prove to be useful in answering questions requiring multigroup comparisons when a flexible modeling approach is desired.","2004-11-01","2018-07-05 19:55:43","2018-07-05 19:55:43","2018-07-05 19:55:43","1181-1191","","9","22","","Magnetic Resonance Imaging","A method for comparing group fMRI data using independent component analysis","","","","","","","","","","","","ScienceDirect","","","","/Users/Eva/Zotero/storage/36EDCVL4/Calhoun et al. - 2004 - A method for comparing group fMRI data using indep.pdf; /Users/Eva/Zotero/storage/NNUJY2KW/S0730725X04002772.html","","","Brain; fMRI; Functional; ICA; Independent component analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BKHXUA3","journalArticle","2017","Shine, James M.; Poldrack, Russell A.","Principles of dynamic network reconfiguration across diverse brain states","NeuroImage","","1053-8119","10.1016/j.neuroimage.2017.08.010","http://www.sciencedirect.com/science/article/pii/S1053811917306572","Recent methodological advances have enabled researchers to track the network structure of the human brain over time. Together, these studies provide novel insights into effective brain function, highlighting the importance of the systems-level perspective in understanding the manner in which the human brain organizes its activity to facilitate behavior. Here, we review a range of recent fMRI and electrophysiological studies that have mapped the relationship between inter-regional communication and network structure across a diverse range of brain states. In doing so, we identify both behavioral and biological axes that may underlie the tendency for network reconfiguration. We conclude our review by providing suggestions for future research endeavors that may help to refine our understanding of the functioning of the human brain.","2017-08-03","2018-08-21 22:00:07","2018-08-21 22:00:07","2018-08-21 22:00:02","","","","","","NeuroImage","","","","","","","","","","","","","ScienceDirect","","","","/Users/Eva/Zotero/storage/Y5D4YCEY/Shine and Poldrack - 2017 - Principles of dynamic network reconfiguration acro.pdf; /Users/Eva/Zotero/storage/6A8FHCE2/S1053811917306572.html","","","fMRI; Integration; Network; Segregation; Topology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJF7DQHX","journalArticle","2017","Preti, Maria Giulia; Bolton, Thomas AW; Van De Ville, Dimitri","The dynamic functional connectome: State-of-the-art and perspectives","NeuroImage","","1053-8119","10.1016/j.neuroimage.2016.12.061","http://www.sciencedirect.com/science/article/pii/S1053811916307881","Resting-state functional magnetic resonance imaging (fMRI) has highlighted the rich structure of brain activity in absence of a task or stimulus. A great effort has been dedicated in the last two decades to investigate functional connectivity (FC), i.e. the functional interplay between different regions of the brain, which was for a long time assumed to have stationary nature. Only recently was the dynamic behaviour of FC revealed, showing that on top of correlational patterns of spontaneous fMRI signal fluctuations, connectivity between different brain regions exhibits meaningful variations within a typical resting-state fMRI experiment. As a consequence, a considerable amount of work has been directed to assessing and characterising dynamic FC (dFC), and several different approaches were explored to identify relevant FC fluctuations. At the same time, several questions were raised about the nature of dFC, which would be of interest only if brought back to a neural origin. In support of this, correlations with electroencephalography (EEG) recordings, demographic and behavioural data were established, and various clinical applications were explored, where the potential of dFC could be preliminarily demonstrated. In this review, we aim to provide a comprehensive description of the dFC approaches proposed so far, and point at the directions that we see as most promising for the future developments of the field. Advantages and pitfalls of dFC analyses are addressed, helping the readers to orient themselves through the complex web of available methodologies and tools.","2017-10-15","2018-09-11 17:57:00","2018-09-11 17:57:00","2018-09-11 17:57:00","41-54","","","160","","NeuroImage","The dynamic functional connectome","Functional Architecture of the Brain","","","","","","","","","","","ScienceDirect","","","","/Users/Eva/Zotero/storage/F8YQTSA3/Preti et al. - 2017 - The dynamic functional connectome State-of-the-ar.pdf; /Users/Eva/Zotero/storage/U845QB4Y/S1053811916307881.html","","","Dynamic functional connectivity; Dynamic graph analysis; Frame-wise description; Sliding window analysis; State characterization; Temporal modeling; Time/frequency analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLGBUJHL","journalArticle","2017","Miller, Robyn L.; Adali, Tulay; Levin-Schwartz, Yuri; Calhoun, Vince D.","Resting-State fMRI Dynamics and Null Models: Perspectives, Sampling Variability, and Simulations","bioRxiv","","","10.1101/153411","https://www.biorxiv.org/content/early/2017/06/22/153411","Studies of resting state functional MRI (rs-fRMI) are increasingly focused on “dynamics”, or on those properties of brain activation that manifest and vary on timescales shorter than the scan's full duration. This shift in focus has led to a flurry of interest in developing hypothesis testing frameworks and null models applicable to the dynamical setting. Thus far however, efforts in this direction have been weakened by a number of crucial shortcomings, several of which are outlined and discussed in this short paper. The discussion below is important because the weaknesses exhibited by many of the recently proposed models are not merely quantitative or parametric. Rather they are fundamental, falling into categories that ultimately neutralize the ability of the resulting models to play a scientifically clarifying role, while simultaneously injecting distracting new vectors of murkiness and confusion into a young but promising research enterprise these efforts are surely intended to support. One key point emphasized in this paper is that since functionally relevant temporal variations in brain activation are undeniably continual in living human rs-fMRI subjects (e.g., the period of time during which all neural activity throughout a human brain carries no functional relevance whatsoever is something whose existence, even during stroke or seizure, seems highly improbable), “absence of brain dynamics” as a null hypothesis for fMRI imaging studies is neither scientifically interesting nor well-defined. As we learn more about the phenomenon of functionally relevant brain dynamics (FRBD) and its imaging correlates, scientifically meaningful null hypotheses and well-tuned null models will naturally emerge. In the course of our discussion, we revisit the important concept of stationarity, what it is, how to assess it from multiple realizations of a process and finally attempt to parse through the benefits and limitations of applying this property in models of rs-fMRI data. We hope that the discussions herein are useful, and promote thoughtful consideration of these important issues.","2017-06-22","2018-09-11 17:59:54","2018-09-11 17:59:54","2018-09-11 17:59:54","153411","","","","","","Resting-State fMRI Dynamics and Null Models","","","","","","","en","© 2017, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/","","","","www.biorxiv.org","","","","/Users/Eva/Zotero/storage/XDQM5MA5/Miller et al. - 2017 - Resting-State fMRI Dynamics and Null Models Persp.pdf; /Users/Eva/Zotero/storage/MV79PH37/153411.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HL6AUB3V","journalArticle","2011","Deco, Gustavo; Jirsa, Viktor K.; McIntosh, Anthony R.","Emerging concepts for the dynamical organization of resting-state activity in the brain","Nature Reviews Neuroscience","","1471-0048","10.1038/nrn2961","https://www.nature.com/articles/nrn2961","A broad body of experimental work has demonstrated that apparently spontaneous brain activity is not random. At the level of large-scale neural systems, as measured with functional MRI (fMRI), this ongoing activity reflects the organization of a series of highly coherent functional networks. These so-called resting-state networks (RSNs) closely relate to the underlying anatomical connectivity but cannot be understood in those terms alone. Here we review three large-scale neural system models of primate neocortex that emphasize the key contributions of local dynamics, signal transmission delays and noise to the emerging RSNs. We propose that the formation and dissolution of resting-state patterns reflects the exploration of possible functional network configurations around a stable anatomical skeleton.","2011-01","2018-10-19 22:06:46","2018-10-19 22:06:46","2018-10-19 22:06:46","43-56","","1","12","","","","","","","","","","en","2010 Nature Publishing Group","","","","www.nature.com","","","","/Users/Eva/Zotero/storage/PUPXYJ8L/Deco et al. - 2011 - Emerging concepts for the dynamical organization o.pdf; /Users/Eva/Zotero/storage/85VY6B2T/nrn2961.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
