"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ET78UIWK","journalArticle","2006","Han, Xiao; Jovicich, Jorge; Salat, David; van der Kouwe, Andre; Quinn, Brian; Czanner, Silvester; Busa, Evelina; Pacheco, Jenni; Albert, Marilyn; Killiany, Ronald; Maguire, Paul; Rosas, Diana; Makris, Nikos; Dale, Anders; Dickerson, Bradford; Fischl, Bruce","Reliability of MRI-derived measurements of human cerebral cortical thickness: the effects of field strength, scanner upgrade and manufacturer","NeuroImage","","1053-8119","10.1016/j.neuroimage.2006.02.051","","In vivo MRI-derived measurements of human cerebral cortex thickness are providing novel insights into normal and abnormal neuroanatomy, but little is known about their reliability. We investigated how the reliability of cortical thickness measurements is affected by MRI instrument-related factors, including scanner field strength, manufacturer, upgrade and pulse sequence. Several data processing factors were also studied. Two test-retest data sets were analyzed: 1) 15 healthy older subjects scanned four times at 2-week intervals on three scanners; 2) 5 subjects scanned before and after a major scanner upgrade. Within-scanner variability of global cortical thickness measurements was <0.03 mm, and the point-wise standard deviation of measurement error was approximately 0.12 mm. Variability was 0.15 mm and 0.17 mm in average, respectively, for cross-scanner (Siemens/GE) and cross-field strength (1.5 T/3 T) comparisons. Scanner upgrade did not increase variability nor introduce bias. Measurements across field strength, however, were slightly biased (thicker at 3 T). The number of (single vs. multiple averaged) acquisitions had a negligible effect on reliability, but the use of a different pulse sequence had a larger impact, as did different parameters employed in data processing. Sample size estimates indicate that regional cortical thickness difference of 0.2 mm between two different groups could be identified with as few as 7 subjects per group, and a difference of 0.1 mm could be detected with 26 subjects per group. These results demonstrate that MRI-derived cortical thickness measures are highly reliable when MRI instrument and data processing factors are controlled but that it is important to consider these factors in the design of multi-site or longitudinal studies, such as clinical drug trials.","2006-08-01","2019-01-10 01:32:53","2019-01-10 01:32:53","","180-194","","1","32","","Neuroimage","Reliability of MRI-derived measurements of human cerebral cortical thickness","","","","","","","eng","","","","","PubMed","","PMID: 16651008","","","http://www.ncbi.nlm.nih.gov/pubmed/16651008","","Aged; Aged, 80 and over; Brain Mapping; Cerebral Cortex; Functional Laterality; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Reference Values; Reproducibility of Results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVWCGRJD","journalArticle","2006","Jovicich, Jorge; Czanner, Silvester; Greve, Douglas; Haley, Elizabeth; van der Kouwe, Andre; Gollub, Randy; Kennedy, David; Schmitt, Franz; Brown, Gregory; Macfall, James; Fischl, Bruce; Dale, Anders","Reliability in multi-site structural MRI studies: effects of gradient non-linearity correction on phantom and human data","NeuroImage","","1053-8119","10.1016/j.neuroimage.2005.09.046","","Longitudinal and multi-site clinical studies create the imperative to characterize and correct technological sources of variance that limit image reproducibility in high-resolution structural MRI studies, thus facilitating precise, quantitative, platform-independent, multi-site evaluation. In this work, we investigated the effects that imaging gradient non-linearity have on reproducibility of multi-site human MRI. We applied an image distortion correction method based on spherical harmonics description of the gradients and verified the accuracy of the method using phantom data. The correction method was then applied to the brain image data from a group of subjects scanned twice at multiple sites having different 1.5 T platforms. Within-site and across-site variability of the image data was assessed by evaluating voxel-based image intensity reproducibility. The image intensity reproducibility of the human brain data was significantly improved with distortion correction, suggesting that this method may offer improved reproducibility in morphometry studies. We provide the source code for the gradient distortion algorithm together with the phantom data.","2006-04-01","2019-01-10 01:33:08","2019-01-10 01:33:08","","436-443","","2","30","","Neuroimage","Reliability in multi-site structural MRI studies","","","","","","","eng","","","","","PubMed","","PMID: 16300968","","","http://www.ncbi.nlm.nih.gov/pubmed/16300968","","Calibration; Computer Simulation; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Multicenter Studies as Topic; Nonlinear Dynamics; Reproducibility of Results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6A22YNN","journalArticle","2003","Kuperberg, Gina R.; Broome, Matthew R.; McGuire, Philip K.; David, Anthony S.; Eddy, Marianna; Ozawa, Fujiro; Goff, Donald; West, W. Caroline; Williams, Steven C. R.; van der Kouwe, Andre J. W.; Salat, David H.; Dale, Anders M.; Fischl, Bruce","Regionally localized thinning of the cerebral cortex in schizophrenia","Archives of General Psychiatry","","0003-990X","10.1001/archpsyc.60.9.878","","BACKGROUND: Schizophrenia is characterized by small reductions in cortical gray matter volume, particularly in the temporal and prefrontal cortices. The question of whether cortical thickness is reduced in schizophrenia has not been addressed using magnetic resonance imaging (MRI) techniques. Our objectives were to test the hypothesis that cortical thinning in patients with schizophrenia (relative to control subjects) is greater in temporal and prefrontal regions of interest (ROIs) than in control ROIs (superior parietal, calcarine, postcentral, central, and precentral cortices), and to obtain an unbiased estimate of the distribution of cortical thinning in patients (relative to controls) by constructing mean and statistical cortical thickness difference maps. METHODS: Participants included 33 right-handed outpatients receiving medication and meeting DSM-IV criteria for schizophrenia and 32 healthy volunteers, matched on age and parental socioeconomic status. After high-resolution MRI scans, models of the gray-white and pial surfaces were generated for each individual's cortex, and the distance between these 2 surfaces was used to compute cortical thickness. A surface-based averaging technique that aligned the main cortical folds across individuals allowed between-group comparisons of thickness within ROIs, and at multiple, uniformly sampled loci across the cortical ribbon. RESULTS: Relative to controls, patients showed greater cortical thinning in temporal-prefrontal ROIs than in control ROIs, as revealed by a significant (P<.009) interaction between group and region type. Cortical thickness difference maps revealed significant (at P<.05, corrected) thinning within the orbitofrontal cortices bilaterally; the inferior frontal, inferior temporal, and occipitotemporal cortices on the left; and within the medial temporal and medial frontal cortices on the right. Superior parietal and primary somatosensory and motor cortices were relatively spared, even at subthreshold significance levels. CONCLUSIONS: Patients with chronic schizophrenia showed widespread cortical thinning that particularly affected the prefrontal and temporal cortices. This thinning might reflect underlying neuropathological abnormalities in cortical structure.","2003-09","2019-01-10 01:33:22","2019-01-10 01:33:22","","878-888","","9","60","","Arch. Gen. Psychiatry","","","","","","","","eng","","","","","PubMed","","PMID: 12963669","","/Users/Eva/Zotero/storage/LAVM8ZW3/Kuperberg et al. - 2003 - Regionally localized thinning of the cerebral cort.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/12963669","","Adult; Ambulatory Care; Atrophy; Cerebral Cortex; Chronic Disease; Female; Functional Laterality; Humans; Magnetic Resonance Imaging; Male; Parietal Lobe; Prefrontal Cortex; Schizophrenia; Temporal Lobe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3UVSERI","journalArticle","2012","Reuter, Martin; Schmansky, Nicholas J.; Rosas, H. Diana; Fischl, Bruce","Within-subject template estimation for unbiased longitudinal image analysis","NeuroImage","","1095-9572","10.1016/j.neuroimage.2012.02.084","","Longitudinal image analysis has become increasingly important in clinical studies of normal aging and neurodegenerative disorders. Furthermore, there is a growing appreciation of the potential utility of longitudinally acquired structural images and reliable image processing to evaluate disease modifying therapies. Challenges have been related to the variability that is inherent in the available cross-sectional processing tools, to the introduction of bias in longitudinal processing and to potential over-regularization. In this paper we introduce a novel longitudinal image processing framework, based on unbiased, robust, within-subject template creation, for automatic surface reconstruction and segmentation of brain MRI of arbitrarily many time points. We demonstrate that it is essential to treat all input images exactly the same as removing only interpolation asymmetries is not sufficient to remove processing bias. We successfully reduce variability and avoid over-regularization by initializing the processing in each time point with common information from the subject template. The presented results show a significant increase in precision and discrimination power while preserving the ability to detect large anatomical deviations; as such they hold great potential in clinical applications, e.g. allowing for smaller sample sizes or shorter trials to establish disease specific biomarkers or to quantify drug effects.","2012-07-16","2019-01-10 01:33:36","2019-01-10 01:33:36","","1402-1418","","4","61","","Neuroimage","","","","","","","","eng","","","","","PubMed","","PMID: 22430496 PMCID: PMC3389460","","/Users/Eva/Zotero/storage/TVF7FPQK/Reuter et al. - 2012 - Within-subject template estimation for unbiased lo.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/22430496","","Algorithms; Brain; Humans; Image Interpretation, Computer-Assisted; Magnetic Resonance Imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23RI3TQM","journalArticle","2011","Reuter, Martin; Fischl, Bruce","Avoiding asymmetry-induced bias in longitudinal image processing","NeuroImage","","1095-9572","10.1016/j.neuroimage.2011.02.076","","Longitudinal image processing procedures frequently transfer or pool information across time within subject, with the dual goals of reducing the variability and increasing the accuracy of the derived measures. In this note, we discuss common difficulties in longitudinal image processing, focusing on the introduction of bias, and describe the approaches we have taken to avoid them in the FreeSurfer longitudinal processing stream.","2011-07-01","2019-01-10 01:33:53","2019-01-10 01:33:53","","19-21","","1","57","","Neuroimage","","","","","","","","eng","","","","","PubMed","","PMID: 21376812 PMCID: PMC3260043","","/Users/Eva/Zotero/storage/TMUB3M3X/Reuter and Fischl - 2011 - Avoiding asymmetry-induced bias in longitudinal im.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/21376812","","Bias; Humans; Image Interpretation, Computer-Assisted; Longitudinal Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFE7YZ36","journalArticle","2010","Reuter, Martin; Rosas, H. Diana; Fischl, Bruce","Highly Accurate Inverse Consistent Registration: A Robust Approach","NeuroImage","","","10.1016/j.neuroimage.2010.07.020","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2946852/","The registration of images is a task that is at the core of many applications in computer vision. In computational neuroimaging where the automated segmentation of brain structures is frequently used to quantify change, a highly accurate registration ...","2010-12","2019-01-10 01:34:53","2019-01-10 01:34:53","2019-01-10 01:34:53","1181","","4","53","","","Highly Accurate Inverse Consistent Registration","","","","","","","en","","","","","www.ncbi.nlm.nih.gov","","PMID: 20637289","","/Users/Eva/Zotero/storage/P2JPNK9P/Reuter et al. - 2010 - Highly Accurate Inverse Consistent Registration A.pdf; ; /Users/Eva/Zotero/storage/KRXL282M/PMC2946852.html","http://www.ncbi.nlm.nih.gov/pubmed/20637289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HUGDVXM","journalArticle","2002","Rosas, H. D.; Liu, A. K.; Hersch, S.; Glessner, M.; Ferrante, R. J.; Salat, D. H.; van der Kouwe, A.; Jenkins, B. G.; Dale, A. M.; Fischl, B.","Regional and progressive thinning of the cortical ribbon in Huntington's disease","Neurology","","0028-3878","","","BACKGROUND: Huntington's disease (HD) is a fatal and progressive neurodegenerative disease that is accompanied by involuntary movements, cognitive dysfunction, and psychiatric symptoms. Although progressive striatal degeneration is known to occur, little is known about how the disease affects the cortex, including which cortical regions are affected, how degeneration proceeds, and the relationship of the cortical degeneration to clinical symptoms. The cortex has been difficult to study in neurodegenerative diseases primarily because of its complex folding patterns and regional variability; however, an understanding of how the cortex is affected by the disease may provide important new insights into it. METHODS: Novel automated surface reconstruction and high-resolution MR images of 11 patients with HD and 13 age-matched subjects were used to obtain cortical thickness measurements. The same analyses were performed on two postmortem brains to validate these methods. RESULTS: Regionally specific heterogeneous thinning of the cortical ribbon was found in subjects with HD. Thinning occurred early, differed among patients in different clinical stages of disease, and appeared to proceed from posterior to anterior cortical regions with disease progression. The sensorimotor region was statistically most affected. Measurements performed on MR images of autopsy brains analyzed similarly were within 0.25 mm of those obtained using traditional neuropathologic methods and were statistically indistinguishable. CONCLUSIONS: The authors propose that the cortex degenerates early in disease and that regionally selective cortical degeneration may explain the heterogeneity of clinical expression in HD. These measures might provide a sensitive prospective surrogate marker for clinical trials of neuroprotective medications.","2002-03-12","2019-01-10 01:35:13","2019-01-10 01:35:13","","695-701","","5","58","","Neurology","","","","","","","","eng","","","","","PubMed","","PMID: 11889230","","","http://www.ncbi.nlm.nih.gov/pubmed/11889230","","Adult; Cerebral Cortex; Female; Humans; Huntington Disease; Magnetic Resonance Imaging; Male; Middle Aged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2V5ZEAI","journalArticle","2004","Salat, David H.; Buckner, Randy L.; Snyder, Abraham Z.; Greve, Douglas N.; Desikan, Rahul S. R.; Busa, Evelina; Morris, John C.; Dale, Anders M.; Fischl, Bruce","Thinning of the cerebral cortex in aging","Cerebral Cortex (New York, N.Y.: 1991)","","1047-3211","10.1093/cercor/bhh032","","The thickness of the cerebral cortex was measured in 106 non-demented participants ranging in age from 18 to 93 years. For each participant, multiple acquisitions of structural T1-weighted magnetic resonance imaging (MRI) scans were averaged to yield high-resolution, high-contrast data sets. Cortical thickness was estimated as the distance between the gray/white boundary and the outer cortical surface, resulting in a continuous estimate across the cortical mantle. Global thinning was apparent by middle age. Men and women showed a similar degree of global thinning, and did not differ in mean thickness in the younger or older groups. Age-associated differences were widespread but demonstrated a patchwork of regional atrophy and sparing. Examination of subsets of the data from independent samples produced highly similar age-associated patterns of atrophy, suggesting that the specific anatomic patterns within the maps were reliable. Certain results, including prominent atrophy of prefrontal cortex and relative sparing of temporal and parahippocampal cortex, converged with previous findings. Other results were unexpected, such as the finding of prominent atrophy in frontal cortex near primary motor cortex and calcarine cortex near primary visual cortex. These findings demonstrate that cortical thinning occurs by middle age and spans widespread cortical regions that include primary as well as association cortex.","2004-07","2019-01-10 01:35:27","2019-01-10 01:35:27","","721-730","","7","14","","Cereb. Cortex","","","","","","","","eng","","","","","PubMed","","PMID: 15054051","","/Users/Eva/Zotero/storage/3UZA9NZV/Salat et al. - 2004 - Thinning of the cerebral cortex in aging.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/15054051","","Adolescent; Adult; Aged; Aged, 80 and over; Aging; Atrophy; Brain Mapping; Cerebral Cortex; Female; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Middle Aged; Sex Characteristics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RB8U7JX","journalArticle","2004","Ségonne, F.; Dale, A. M.; Busa, E.; Glessner, M.; Salat, D.; Hahn, H. K.; Fischl, B.","A hybrid approach to the skull stripping problem in MRI","NeuroImage","","1053-8119","10.1016/j.neuroimage.2004.03.032","","We present a novel skull-stripping algorithm based on a hybrid approach that combines watershed algorithms and deformable surface models. Our method takes advantage of the robustness of the former as well as the surface information available to the latter. The algorithm first localizes a single white matter voxel in a T1-weighted MRI image, and uses it to create a global minimum in the white matter before applying a watershed algorithm with a preflooding height. The watershed algorithm builds an initial estimate of the brain volume based on the three-dimensional connectivity of the white matter. This first step is robust, and performs well in the presence of intensity nonuniformities and noise, but may erode parts of the cortex that abut bright nonbrain structures such as the eye sockets, or may remove parts of the cerebellum. To correct these inaccuracies, a surface deformation process fits a smooth surface to the masked volume, allowing the incorporation of geometric constraints into the skull-stripping procedure. A statistical atlas, generated from a set of accurately segmented brains, is used to validate and potentially correct the segmentation, and the MRI intensity values are locally re-estimated at the boundary of the brain. Finally, a high-resolution surface deformation is performed that accurately matches the outer boundary of the brain, resulting in a robust and automated procedure. Studies by our group and others outperform other publicly available skull-stripping tools.","2004-07","2019-01-10 01:35:42","2019-01-10 01:35:42","","1060-1075","","3","22","","Neuroimage","","","","","","","","eng","","","","","PubMed","","PMID: 15219578","","; /Users/Eva/Zotero/storage/2S92L2BR/Ségonne et al. - 2004 - A hybrid approach to the skull stripping problem i.pdf","http://www.ncbi.nlm.nih.gov/pubmed/15219578","","Algorithms; Brain; Data Interpretation, Statistical; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Models, Neurological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28HHLUEQ","journalArticle","2007","Ségonne, Florent; Pacheco, Jenni; Fischl, Bruce","Geometrically accurate topology-correction of cortical surfaces using nonseparating loops","IEEE transactions on medical imaging","","0278-0062","10.1109/TMI.2006.887364","","In this paper, we focus on the retrospective topology correction of surfaces. We propose a technique to accurately correct the spherical topology of cortical surfaces. Specifically, we construct a mapping from the original surface onto the sphere to detect topological defects as minimal nonhomeomorphic regions. The topology of each defect is then corrected by opening and sealing the surface along a set of nonseparating loops that are selected in a Bayesian framework. The proposed method is a wholly self-contained topology correction algorithm, which determines geometrically accurate, topologically correct solutions based on the magnetic resonance imaging (MRI) intensity profile and the expected local curvature. Applied to real data, our method provides topological corrections similar to those made by a trained operator.","2007-04","2019-01-10 01:35:58","2019-01-10 01:35:58","","518-529","","4","26","","IEEE Trans Med Imaging","","","","","","","","eng","","","","","PubMed","","PMID: 17427739","","/Users/Eva/Zotero/storage/QI8LMX54/Ségonne et al. - 2007 - Geometrically accurate topology-correction of cort.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/17427739","","Algorithms; Artificial Intelligence; Bayes Theorem; Cerebral Cortex; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Imaging, Three-Dimensional; Magnetic Resonance Imaging; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJTRQUA5","journalArticle","1998","Sled, J. G.; Zijdenbos, A. P.; Evans, A. C.","A nonparametric method for automatic correction of intensity nonuniformity in MRI data","IEEE transactions on medical imaging","","0278-0062","10.1109/42.668698","","A novel approach to correcting for intensity nonuniformity in magnetic resonance (MR) data is described that achieves high performance without requiring a model of the tissue classes present. The method has the advantage that it can be applied at an early stage in an automated data analysis, before a tissue model is available. Described as nonparametric nonuniform intensity normalization (N3), the method is independent of pulse sequence and insensitive to pathological data that might otherwise violate model assumptions. To eliminate the dependence of the field estimate on anatomy, an iterative approach is employed to estimate both the multiplicative bias field and the distribution of the true tissue intensities. The performance of this method is evaluated using both real and simulated MR data.","1998-02","2019-01-10 01:36:28","2019-01-10 01:36:28","","87-97","","1","17","","IEEE Trans Med Imaging","","","","","","","","eng","","","","","PubMed","","PMID: 9617910","","; /Users/Eva/Zotero/storage/STQIRHRN/Sled et al. - 1998 - A nonparametric method for automatic correction of.pdf","http://www.ncbi.nlm.nih.gov/pubmed/9617910","","Brain; Humans; Magnetic Resonance Imaging; Models, Theoretical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
